participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.wealth,participant.comprehension_check,participant.comprehension_check1,participant.comprehension_check2,participant.manipulation_check,participant.human_check,participant.feedback,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.participation_fee,session.config.real_world_currency_per_point,gift.1.player.id_in_group,gift.1.player.role,gift.1.player.payoff,gift.1.player.wealth,gift.1.player.comprehension_check_pre1,gift.1.player.comprehension_check_pre2,gift.1.player.comprehension_check_post1,gift.1.player.comprehension_check_post2,gift.1.player.human_check,gift.1.player.feedback,gift.1.group.id_in_subsession,gift.1.group.wage,gift.1.group.effort,gift.1.group.cost,gift.1.subsession.round_number,gift.2.player.id_in_group,gift.2.player.role,gift.2.player.payoff,gift.2.player.wealth,gift.2.player.comprehension_check_pre1,gift.2.player.comprehension_check_pre2,gift.2.player.comprehension_check_post1,gift.2.player.comprehension_check_post2,gift.2.player.human_check,gift.2.player.feedback,gift.2.group.id_in_subsession,gift.2.group.wage,gift.2.group.effort,gift.2.group.cost,gift.2.subsession.round_number,gift.3.player.id_in_group,gift.3.player.role,gift.3.player.payoff,gift.3.player.wealth,gift.3.player.comprehension_check_pre1,gift.3.player.comprehension_check_pre2,gift.3.player.comprehension_check_post1,gift.3.player.comprehension_check_post2,gift.3.player.human_check,gift.3.player.feedback,gift.3.group.id_in_subsession,gift.3.group.wage,gift.3.group.effort,gift.3.group.cost,gift.3.subsession.round_number,gift.4.player.id_in_group,gift.4.player.role,gift.4.player.payoff,gift.4.player.wealth,gift.4.player.comprehension_check_pre1,gift.4.player.comprehension_check_pre2,gift.4.player.comprehension_check_post1,gift.4.player.comprehension_check_post2,gift.4.player.human_check,gift.4.player.feedback,gift.4.group.id_in_subsession,gift.4.group.wage,gift.4.group.effort,gift.4.group.cost,gift.4.subsession.round_number,gift.5.player.id_in_group,gift.5.player.role,gift.5.player.payoff,gift.5.player.wealth,gift.5.player.comprehension_check_pre1,gift.5.player.comprehension_check_pre2,gift.5.player.comprehension_check_post1,gift.5.player.comprehension_check_post2,gift.5.player.human_check,gift.5.player.feedback,gift.5.group.id_in_subsession,gift.5.group.wage,gift.5.group.effort,gift.5.group.cost,gift.5.subsession.round_number,gift.6.player.id_in_group,gift.6.player.role,gift.6.player.payoff,gift.6.player.wealth,gift.6.player.comprehension_check_pre1,gift.6.player.comprehension_check_pre2,gift.6.player.comprehension_check_post1,gift.6.player.comprehension_check_post2,gift.6.player.human_check,gift.6.player.feedback,gift.6.group.id_in_subsession,gift.6.group.wage,gift.6.group.effort,gift.6.group.cost,gift.6.subsession.round_number,gift.7.player.id_in_group,gift.7.player.role,gift.7.player.payoff,gift.7.player.wealth,gift.7.player.comprehension_check_pre1,gift.7.player.comprehension_check_pre2,gift.7.player.comprehension_check_post1,gift.7.player.comprehension_check_post2,gift.7.player.human_check,gift.7.player.feedback,gift.7.group.id_in_subsession,gift.7.group.wage,gift.7.group.effort,gift.7.group.cost,gift.7.subsession.round_number,gift.8.player.id_in_group,gift.8.player.role,gift.8.player.payoff,gift.8.player.wealth,gift.8.player.comprehension_check_pre1,gift.8.player.comprehension_check_pre2,gift.8.player.comprehension_check_post1,gift.8.player.comprehension_check_post2,gift.8.player.human_check,gift.8.player.feedback,gift.8.group.id_in_subsession,gift.8.group.wage,gift.8.group.effort,gift.8.group.cost,gift.8.subsession.round_number,gift.9.player.id_in_group,gift.9.player.role,gift.9.player.payoff,gift.9.player.wealth,gift.9.player.comprehension_check_pre1,gift.9.player.comprehension_check_pre2,gift.9.player.comprehension_check_post1,gift.9.player.comprehension_check_post2,gift.9.player.human_check,gift.9.player.feedback,gift.9.group.id_in_subsession,gift.9.group.wage,gift.9.group.effort,gift.9.group.cost,gift.9.subsession.round_number,gift.10.player.id_in_group,gift.10.player.role,gift.10.player.payoff,gift.10.player.wealth,gift.10.player.comprehension_check_pre1,gift.10.player.comprehension_check_pre2,gift.10.player.comprehension_check_post1,gift.10.player.comprehension_check_post2,gift.10.player.human_check,gift.10.player.feedback,gift.10.group.id_in_subsession,gift.10.group.wage,gift.10.group.effort,gift.10.group.cost,gift.10.subsession.round_number,fgift.1.player.id_in_group,fgift.1.player.role,fgift.1.player.payoff,fgift.1.player.wealth,fgift.1.player.comprehension_check_pre1,fgift.1.player.comprehension_check_pre2,fgift.1.player.comprehension_check_post1,fgift.1.player.comprehension_check_post2,fgift.1.player.human_check,fgift.1.player.feedback,fgift.1.group.id_in_subsession,fgift.1.group.wage,fgift.1.group.effort,fgift.1.group.cost,fgift.1.subsession.round_number,fgift.2.player.id_in_group,fgift.2.player.role,fgift.2.player.payoff,fgift.2.player.wealth,fgift.2.player.comprehension_check_pre1,fgift.2.player.comprehension_check_pre2,fgift.2.player.comprehension_check_post1,fgift.2.player.comprehension_check_post2,fgift.2.player.human_check,fgift.2.player.feedback,fgift.2.group.id_in_subsession,fgift.2.group.wage,fgift.2.group.effort,fgift.2.group.cost,fgift.2.subsession.round_number,fgift.3.player.id_in_group,fgift.3.player.role,fgift.3.player.payoff,fgift.3.player.wealth,fgift.3.player.comprehension_check_pre1,fgift.3.player.comprehension_check_pre2,fgift.3.player.comprehension_check_post1,fgift.3.player.comprehension_check_post2,fgift.3.player.human_check,fgift.3.player.feedback,fgift.3.group.id_in_subsession,fgift.3.group.wage,fgift.3.group.effort,fgift.3.group.cost,fgift.3.subsession.round_number,fgift.4.player.id_in_group,fgift.4.player.role,fgift.4.player.payoff,fgift.4.player.wealth,fgift.4.player.comprehension_check_pre1,fgift.4.player.comprehension_check_pre2,fgift.4.player.comprehension_check_post1,fgift.4.player.comprehension_check_post2,fgift.4.player.human_check,fgift.4.player.feedback,fgift.4.group.id_in_subsession,fgift.4.group.wage,fgift.4.group.effort,fgift.4.group.cost,fgift.4.subsession.round_number,fgift.5.player.id_in_group,fgift.5.player.role,fgift.5.player.payoff,fgift.5.player.wealth,fgift.5.player.comprehension_check_pre1,fgift.5.player.comprehension_check_pre2,fgift.5.player.comprehension_check_post1,fgift.5.player.comprehension_check_post2,fgift.5.player.human_check,fgift.5.player.feedback,fgift.5.group.id_in_subsession,fgift.5.group.wage,fgift.5.group.effort,fgift.5.group.cost,fgift.5.subsession.round_number,fgift.6.player.id_in_group,fgift.6.player.role,fgift.6.player.payoff,fgift.6.player.wealth,fgift.6.player.comprehension_check_pre1,fgift.6.player.comprehension_check_pre2,fgift.6.player.comprehension_check_post1,fgift.6.player.comprehension_check_post2,fgift.6.player.human_check,fgift.6.player.feedback,fgift.6.group.id_in_subsession,fgift.6.group.wage,fgift.6.group.effort,fgift.6.group.cost,fgift.6.subsession.round_number,fgift.7.player.id_in_group,fgift.7.player.role,fgift.7.player.payoff,fgift.7.player.wealth,fgift.7.player.comprehension_check_pre1,fgift.7.player.comprehension_check_pre2,fgift.7.player.comprehension_check_post1,fgift.7.player.comprehension_check_post2,fgift.7.player.human_check,fgift.7.player.feedback,fgift.7.group.id_in_subsession,fgift.7.group.wage,fgift.7.group.effort,fgift.7.group.cost,fgift.7.subsession.round_number,fgift.8.player.id_in_group,fgift.8.player.role,fgift.8.player.payoff,fgift.8.player.wealth,fgift.8.player.comprehension_check_pre1,fgift.8.player.comprehension_check_pre2,fgift.8.player.comprehension_check_post1,fgift.8.player.comprehension_check_post2,fgift.8.player.human_check,fgift.8.player.feedback,fgift.8.group.id_in_subsession,fgift.8.group.wage,fgift.8.group.effort,fgift.8.group.cost,fgift.8.subsession.round_number,fgift.9.player.id_in_group,fgift.9.player.role,fgift.9.player.payoff,fgift.9.player.wealth,fgift.9.player.comprehension_check_pre1,fgift.9.player.comprehension_check_pre2,fgift.9.player.comprehension_check_post1,fgift.9.player.comprehension_check_post2,fgift.9.player.human_check,fgift.9.player.feedback,fgift.9.group.id_in_subsession,fgift.9.group.wage,fgift.9.group.effort,fgift.9.group.cost,fgift.9.subsession.round_number,fgift.10.player.id_in_group,fgift.10.player.role,fgift.10.player.payoff,fgift.10.player.wealth,fgift.10.player.comprehension_check_pre1,fgift.10.player.comprehension_check_pre2,fgift.10.player.comprehension_check_post1,fgift.10.player.comprehension_check_post2,fgift.10.player.human_check,fgift.10.player.feedback,fgift.10.group.id_in_subsession,fgift.10.group.wage,fgift.10.group.effort,fgift.10.group.cost,fgift.10.subsession.round_number
1,p54cvlnh,,0,100,100,gift,Thanks,2024-04-30 23:19:33.917469,1,,,268.0,268.0,,,,,,,hz5k8m9p,,,,,0,gift,0.0,1.0,1,,25.0,0.0,63,8,,,,,1,50.0,0.5,6.0,1,1,,30.0,0.0,,,,,,,1,40.0,0.5,6.0,2,1,,35.0,0.0,,,,,,,1,30.0,0.5,6.0,3,1,,25.0,0.0,,,,,,,1,50.0,0.5,6.0,4,1,,30.0,0.0,,,,,,,1,40.0,0.5,6.0,5,1,,35.0,0.0,,,,,,,1,30.0,0.5,6.0,6,1,,25.0,0.0,,,,,,,1,50.0,0.5,6.0,7,1,,20.0,0.0,,,,,,,1,60.0,0.5,6.0,8,1,,18.0,0.0,,,,,,,1,65.0,0.5,6.0,9,1,,25.0,0.0,,,3,1,1,This was an insightful experiment on decision-making dynamics. It was interesting to see how the multiplier and its associated costs affected outcomes for both participants.,1,50.0,0.5,6.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,g1oy19mk,,0,100,100,gift,Thanks,2024-04-30 23:19:33.851449,1,,,405.0,405.0,,,,,,,hz5k8m9p,,,,,0,gift,0.0,1.0,2,,44.0,0.0,90,8,,,,,1,50.0,0.5,6.0,1,2,,34.0,0.0,,,,,,,1,40.0,0.5,6.0,2,2,,24.0,0.0,,,,,,,1,30.0,0.5,6.0,3,2,,44.0,0.0,,,,,,,1,50.0,0.5,6.0,4,2,,34.0,0.0,,,,,,,1,40.0,0.5,6.0,5,2,,24.0,0.0,,,,,,,1,30.0,0.5,6.0,6,2,,44.0,0.0,,,,,,,1,50.0,0.5,6.0,7,2,,54.0,0.0,,,,,,,1,60.0,0.5,6.0,8,2,,59.0,0.0,,,,,,,1,65.0,0.5,6.0,9,2,,44.0,0.0,,,3,1,2,No specific feedback,1,50.0,0.5,6.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ralt62gg,,0,100,100,gift,Thanks,2024-04-30 23:19:33.677682,1,,,242.0,242.0,,,,,,,hz5k8m9p,,,,,0,gift,0.0,1.0,1,,15.0,0.0,7,5,,,,,2,50.0,0.3,2.0,1,1,,22.0,0.0,,,,,,,2,45.0,0.4,4.0,2,1,,30.0,0.0,,,,,,,2,40.0,0.5,6.0,3,1,,25.0,0.0,,,,,,,2,50.0,0.5,6.0,4,1,,25.0,0.0,,,,,,,2,50.0,0.5,6.0,5,1,,25.0,0.0,,,,,,,2,50.0,0.5,6.0,6,1,,25.0,0.0,,,,,,,2,50.0,0.5,6.0,7,1,,25.0,0.0,,,,,,,2,50.0,0.5,6.0,8,1,,25.0,0.0,,,,,,,2,50.0,0.5,6.0,9,1,,25.0,0.0,,,3,1,2,No feedback,2,50.0,0.5,6.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0kf8vcbv,,0,100,100,gift,Thanks,2024-04-30 23:19:33.919447,1,,,431.0,431.0,,,,,,,hz5k8m9p,,,,,0,gift,0.0,1.0,2,,48.0,0.0,21,3,,,,,2,50.0,0.3,2.0,1,2,,41.0,0.0,,,,,,,2,45.0,0.4,4.0,2,2,,34.0,0.0,,,,,,,2,40.0,0.5,6.0,3,2,,44.0,0.0,,,,,,,2,50.0,0.5,6.0,4,2,,44.0,0.0,,,,,,,2,50.0,0.5,6.0,5,2,,44.0,0.0,,,,,,,2,50.0,0.5,6.0,6,2,,44.0,0.0,,,,,,,2,50.0,0.5,6.0,7,2,,44.0,0.0,,,,,,,2,50.0,0.5,6.0,8,2,,44.0,0.0,,,,,,,2,50.0,0.5,6.0,9,2,,44.0,0.0,,,3,1,1,The experiment was engaging and provided interesting insights into decision-making and strategy within economic games. It would be helpful to have more information on how the multipliers are determined and the rationale behind the cost associated with each multiplier.,2,50.0,0.5,6.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5h8ibdq2,,0,100,100,gift,Thanks,2024-04-30 23:19:32.868615,1,,,263.0,263.0,,,,,,,hz5k8m9p,,,,,0,gift,0.0,1.0,1,,25.0,0.0,63,8,,,,,3,50.0,0.5,6.0,1,1,,35.0,0.0,,,,,,,3,30.0,0.5,6.0,2,1,,30.0,0.0,,,,,,,3,40.0,0.5,6.0,3,1,,25.0,0.0,,,,,,,3,50.0,0.5,6.0,4,1,,30.0,0.0,,,,,,,3,40.0,0.5,6.0,5,1,,30.0,0.0,,,,,,,3,40.0,0.5,6.0,6,1,,25.0,0.0,,,,,,,3,50.0,0.5,6.0,7,1,,23.0,0.0,,,,,,,3,55.0,0.5,6.0,8,1,,20.0,0.0,,,,,,,3,60.0,0.5,6.0,9,1,,20.0,0.0,,,3,1,2,No feedback,3,60.0,0.5,6.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,o5gccl3f,,0,100,100,gift,Thanks,2024-04-30 23:19:33.679736,1,,,415.0,415.0,,,,,,,hz5k8m9p,,,,,0,gift,0.0,1.0,2,,44.0,0.0,27,1,,,,,3,50.0,0.5,6.0,1,2,,24.0,0.0,,,,,,,3,30.0,0.5,6.0,2,2,,34.0,0.0,,,,,,,3,40.0,0.5,6.0,3,2,,44.0,0.0,,,,,,,3,50.0,0.5,6.0,4,2,,34.0,0.0,,,,,,,3,40.0,0.5,6.0,5,2,,34.0,0.0,,,,,,,3,40.0,0.5,6.0,6,2,,44.0,0.0,,,,,,,3,50.0,0.5,6.0,7,2,,49.0,0.0,,,,,,,3,55.0,0.5,6.0,8,2,,54.0,0.0,,,,,,,3,60.0,0.5,6.0,9,2,,54.0,0.0,,,3,1,2,,3,60.0,0.5,6.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,whjbucuz,,0,100,100,gift,Thanks,2024-04-30 23:19:33.487971,1,,,240.0,240.0,,,,,,,hz5k8m9p,,,,,0,gift,0.0,1.0,1,,25.0,0.0,63,8,,,,,4,50.0,0.5,6.0,1,1,,20.0,0.0,,,,,,,4,60.0,0.5,6.0,2,1,,15.0,0.0,,,,,,,4,70.0,0.5,6.0,3,1,,30.0,0.0,,,,,,,4,40.0,0.5,6.0,4,1,,25.0,0.0,,,,,,,4,50.0,0.5,6.0,5,1,,35.0,0.0,,,,,,,4,30.0,0.5,6.0,6,1,,30.0,0.0,,,,,,,4,40.0,0.5,6.0,7,1,,25.0,0.0,,,,,,,4,50.0,0.5,6.0,8,1,,20.0,0.0,,,,,,,4,60.0,0.5,6.0,9,1,,15.0,0.0,,,3,1,2,No feedback,4,70.0,0.5,6.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,j14zi0u0,,0,100,100,gift,Thanks,2024-04-30 23:19:33.319666,1,,,460.0,460.0,,,,,,,hz5k8m9p,,,,,0,gift,0.0,1.0,2,,44.0,0.0,63,8,,,,,4,50.0,0.5,6.0,1,2,,54.0,0.0,,,,,,,4,60.0,0.5,6.0,2,2,,64.0,0.0,,,,,,,4,70.0,0.5,6.0,3,2,,34.0,0.0,,,,,,,4,40.0,0.5,6.0,4,2,,44.0,0.0,,,,,,,4,50.0,0.5,6.0,5,2,,24.0,0.0,,,,,,,4,30.0,0.5,6.0,6,2,,34.0,0.0,,,,,,,4,40.0,0.5,6.0,7,2,,44.0,0.0,,,,,,,4,50.0,0.5,6.0,8,2,,54.0,0.0,,,,,,,4,60.0,0.5,6.0,9,2,,64.0,0.0,,,3,1,2,,4,70.0,0.5,6.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,cwj4g1p8,,0,100,100,gift,Thanks,2024-04-30 23:19:33.922259,1,,,296.0,296.0,,,,,,,hz5k8m9p,,,,,0,gift,0.0,1.0,1,,25.0,0.0,63,8,,,,,5,50.0,0.5,6.0,1,1,,30.0,0.0,,,,,,,5,40.0,0.5,6.0,2,1,,35.0,0.0,,,,,,,5,30.0,0.5,6.0,3,1,,38.0,0.0,,,,,,,5,25.0,0.5,6.0,4,1,,35.0,0.0,,,,,,,5,30.0,0.5,6.0,5,1,,25.0,0.0,,,,,,,5,50.0,0.5,6.0,6,1,,30.0,0.0,,,,,,,5,40.0,0.5,6.0,7,1,,28.0,0.0,,,,,,,5,45.0,0.5,6.0,8,1,,25.0,0.0,,,,,,,5,50.0,0.5,6.0,9,1,,25.0,0.0,,,3,1,1,The experiment was engaging and provided insightful scenarios on decision making and strategic interaction. Suggestions for improvement could include clearer explanations of the multiplier effects and costs associated with decisions.,5,50.0,0.5,6.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,ajn0yrvn,,0,100,100,gift,Thanks,2024-04-30 23:19:33.680928,1,,,350.0,350.0,,,,,,,hz5k8m9p,,,,,0,gift,0.0,1.0,2,,44.0,0.0,90,8,,,,,5,50.0,0.5,6.0,1,2,,34.0,0.0,,,,,,,5,40.0,0.5,6.0,2,2,,24.0,0.0,,,,,,,5,30.0,0.5,6.0,3,2,,19.0,0.0,,,,,,,5,25.0,0.5,6.0,4,2,,24.0,0.0,,,,,,,5,30.0,0.5,6.0,5,2,,44.0,0.0,,,,,,,5,50.0,0.5,6.0,6,2,,34.0,0.0,,,,,,,5,40.0,0.5,6.0,7,2,,39.0,0.0,,,,,,,5,45.0,0.5,6.0,8,2,,44.0,0.0,,,,,,,5,50.0,0.5,6.0,9,2,,44.0,0.0,,,3,1,2,None provided,5,50.0,0.5,6.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
