participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.wealth,participant.comprehension_check,participant.comprehension_check1,participant.comprehension_check2,participant.manipulation_check,participant.human_check,participant.feedback,participant.part_id,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.name,session.config.real_world_currency_per_point,trust.1.player.id_in_group,trust.1.player.role,trust.1.player.payoff,trust.1.player.wealth,trust.1.player.comprehension_check,trust.1.player.manipulation_check,trust.1.player.human_check,trust.1.player.feedback,trust.1.group.id_in_subsession,trust.1.group.sent_amount,trust.1.group.sent_back_amount,trust.1.subsession.round_number,trust.2.player.id_in_group,trust.2.player.role,trust.2.player.payoff,trust.2.player.wealth,trust.2.player.comprehension_check,trust.2.player.manipulation_check,trust.2.player.human_check,trust.2.player.feedback,trust.2.group.id_in_subsession,trust.2.group.sent_amount,trust.2.group.sent_back_amount,trust.2.subsession.round_number,trust.3.player.id_in_group,trust.3.player.role,trust.3.player.payoff,trust.3.player.wealth,trust.3.player.comprehension_check,trust.3.player.manipulation_check,trust.3.player.human_check,trust.3.player.feedback,trust.3.group.id_in_subsession,trust.3.group.sent_amount,trust.3.group.sent_back_amount,trust.3.subsession.round_number,trust.4.player.id_in_group,trust.4.player.role,trust.4.player.payoff,trust.4.player.wealth,trust.4.player.comprehension_check,trust.4.player.manipulation_check,trust.4.player.human_check,trust.4.player.feedback,trust.4.group.id_in_subsession,trust.4.group.sent_amount,trust.4.group.sent_back_amount,trust.4.subsession.round_number,trust.5.player.id_in_group,trust.5.player.role,trust.5.player.payoff,trust.5.player.wealth,trust.5.player.comprehension_check,trust.5.player.manipulation_check,trust.5.player.human_check,trust.5.player.feedback,trust.5.group.id_in_subsession,trust.5.group.sent_amount,trust.5.group.sent_back_amount,trust.5.subsession.round_number,trust.6.player.id_in_group,trust.6.player.role,trust.6.player.payoff,trust.6.player.wealth,trust.6.player.comprehension_check,trust.6.player.manipulation_check,trust.6.player.human_check,trust.6.player.feedback,trust.6.group.id_in_subsession,trust.6.group.sent_amount,trust.6.group.sent_back_amount,trust.6.subsession.round_number,trust.7.player.id_in_group,trust.7.player.role,trust.7.player.payoff,trust.7.player.wealth,trust.7.player.comprehension_check,trust.7.player.manipulation_check,trust.7.player.human_check,trust.7.player.feedback,trust.7.group.id_in_subsession,trust.7.group.sent_amount,trust.7.group.sent_back_amount,trust.7.subsession.round_number,trust.8.player.id_in_group,trust.8.player.role,trust.8.player.payoff,trust.8.player.wealth,trust.8.player.comprehension_check,trust.8.player.manipulation_check,trust.8.player.human_check,trust.8.player.feedback,trust.8.group.id_in_subsession,trust.8.group.sent_amount,trust.8.group.sent_back_amount,trust.8.subsession.round_number,trust.9.player.id_in_group,trust.9.player.role,trust.9.player.payoff,trust.9.player.wealth,trust.9.player.comprehension_check,trust.9.player.manipulation_check,trust.9.player.human_check,trust.9.player.feedback,trust.9.group.id_in_subsession,trust.9.group.sent_amount,trust.9.group.sent_back_amount,trust.9.subsession.round_number,trust.10.player.id_in_group,trust.10.player.role,trust.10.player.payoff,trust.10.player.wealth,trust.10.player.comprehension_check,trust.10.player.manipulation_check,trust.10.player.human_check,trust.10.player.feedback,trust.10.group.id_in_subsession,trust.10.group.sent_amount,trust.10.group.sent_back_amount,trust.10.subsession.round_number,ftrust.1.player.id_in_group,ftrust.1.player.role,ftrust.1.player.payoff,ftrust.1.player.wealth,ftrust.1.player.comprehension_check,ftrust.1.player.manipulation_check,ftrust.1.player.human_check,ftrust.1.player.feedback,ftrust.1.group.id_in_subsession,ftrust.1.group.sent_amount,ftrust.1.group.sent_back_amount,ftrust.1.subsession.round_number,ftrust.2.player.id_in_group,ftrust.2.player.role,ftrust.2.player.payoff,ftrust.2.player.wealth,ftrust.2.player.comprehension_check,ftrust.2.player.manipulation_check,ftrust.2.player.human_check,ftrust.2.player.feedback,ftrust.2.group.id_in_subsession,ftrust.2.group.sent_amount,ftrust.2.group.sent_back_amount,ftrust.2.subsession.round_number,ftrust.3.player.id_in_group,ftrust.3.player.role,ftrust.3.player.payoff,ftrust.3.player.wealth,ftrust.3.player.comprehension_check,ftrust.3.player.manipulation_check,ftrust.3.player.human_check,ftrust.3.player.feedback,ftrust.3.group.id_in_subsession,ftrust.3.group.sent_amount,ftrust.3.group.sent_back_amount,ftrust.3.subsession.round_number,ftrust.4.player.id_in_group,ftrust.4.player.role,ftrust.4.player.payoff,ftrust.4.player.wealth,ftrust.4.player.comprehension_check,ftrust.4.player.manipulation_check,ftrust.4.player.human_check,ftrust.4.player.feedback,ftrust.4.group.id_in_subsession,ftrust.4.group.sent_amount,ftrust.4.group.sent_back_amount,ftrust.4.subsession.round_number,ftrust.5.player.id_in_group,ftrust.5.player.role,ftrust.5.player.payoff,ftrust.5.player.wealth,ftrust.5.player.comprehension_check,ftrust.5.player.manipulation_check,ftrust.5.player.human_check,ftrust.5.player.feedback,ftrust.5.group.id_in_subsession,ftrust.5.group.sent_amount,ftrust.5.group.sent_back_amount,ftrust.5.subsession.round_number,ftrust.6.player.id_in_group,ftrust.6.player.role,ftrust.6.player.payoff,ftrust.6.player.wealth,ftrust.6.player.comprehension_check,ftrust.6.player.manipulation_check,ftrust.6.player.human_check,ftrust.6.player.feedback,ftrust.6.group.id_in_subsession,ftrust.6.group.sent_amount,ftrust.6.group.sent_back_amount,ftrust.6.subsession.round_number,ftrust.7.player.id_in_group,ftrust.7.player.role,ftrust.7.player.payoff,ftrust.7.player.wealth,ftrust.7.player.comprehension_check,ftrust.7.player.manipulation_check,ftrust.7.player.human_check,ftrust.7.player.feedback,ftrust.7.group.id_in_subsession,ftrust.7.group.sent_amount,ftrust.7.group.sent_back_amount,ftrust.7.subsession.round_number,ftrust.8.player.id_in_group,ftrust.8.player.role,ftrust.8.player.payoff,ftrust.8.player.wealth,ftrust.8.player.comprehension_check,ftrust.8.player.manipulation_check,ftrust.8.player.human_check,ftrust.8.player.feedback,ftrust.8.group.id_in_subsession,ftrust.8.group.sent_amount,ftrust.8.group.sent_back_amount,ftrust.8.subsession.round_number,ftrust.9.player.id_in_group,ftrust.9.player.role,ftrust.9.player.payoff,ftrust.9.player.wealth,ftrust.9.player.comprehension_check,ftrust.9.player.manipulation_check,ftrust.9.player.human_check,ftrust.9.player.feedback,ftrust.9.group.id_in_subsession,ftrust.9.group.sent_amount,ftrust.9.group.sent_back_amount,ftrust.9.subsession.round_number,ftrust.10.player.id_in_group,ftrust.10.player.role,ftrust.10.player.payoff,ftrust.10.player.wealth,ftrust.10.player.comprehension_check,ftrust.10.player.manipulation_check,ftrust.10.player.human_check,ftrust.10.player.feedback,ftrust.10.group.id_in_subsession,ftrust.10.group.sent_amount,ftrust.10.group.sent_back_amount,ftrust.10.subsession.round_number
1,bhsq0ytl,,0,80,80,trust,Thanks,2024-10-15 14:34:18.079954,1,,,1571.0,1571.0,,,,,,,,2g7ove6t,,,,,0,0.0,trust,1.0,1,,100.0,0.0,,,,,1,50.0,50.0,1,1,,137.0,0.0,,,,,1,75.0,112.0,2,1,,135.0,0.0,,,,,1,70.0,105.0,3,1,,200.0,0.0,,,,,1,50.0,150.0,4,1,,180.0,0.0,,,,,1,70.0,150.0,5,1,,199.0,0.0,,,,,1,51.0,150.0,6,1,,180.0,0.0,,,,,1,40.0,120.0,7,1,,180.0,0.0,,,,,1,40.0,120.0,8,1,,130.0,0.0,,,,,1,60.0,90.0,9,1,,130.0,0.0,3,1,1,,1,30.0,60.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,15ivpyj4,,0,80,80,trust,Thanks,2024-10-15 14:34:07.901002,1,,,501.0,501.0,,,,,,,,2g7ove6t,,,,,0,0.0,trust,1.0,2,,100.0,0.0,,,,,1,50.0,50.0,1,2,,113.0,0.0,,,,,1,75.0,112.0,2,2,,105.0,0.0,,,,,1,70.0,105.0,3,2,,0.0,0.0,,,,,1,50.0,150.0,4,2,,60.0,0.0,,,,,1,70.0,150.0,5,2,,3.0,0.0,,,,,1,51.0,150.0,6,2,,0.0,0.0,,,,,1,40.0,120.0,7,2,,0.0,0.0,,,,,1,40.0,120.0,8,2,,90.0,0.0,,,,,1,60.0,90.0,9,2,,30.0,0.0,3,2,1,,1,30.0,60.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ev8yck34,,0,80,80,trust,Thanks,2024-10-15 14:34:25.324683,1,,,992.0,992.0,,,,,,,,2g7ove6t,,,,,0,0.0,trust,1.0,1,,100.0,0.0,,,,,2,50.0,50.0,1,1,,125.0,0.0,,,,,2,50.0,75.0,2,1,,100.0,0.0,,,,,2,50.0,50.0,3,1,,125.0,0.0,,,,,2,50.0,75.0,4,1,,125.0,0.0,,,,,2,50.0,75.0,5,1,,95.0,0.0,,,,,2,50.0,45.0,6,1,,95.0,0.0,,,,,2,50.0,45.0,7,1,,102.0,0.0,,,,,2,1.0,3.0,8,1,,50.0,0.0,,,,,2,50.0,0.0,9,1,,75.0,0.0,3,1,1,,2,25.0,0.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7ssm5zcv,,0,80,80,trust,Thanks,2024-10-15 14:34:15.763860,1,,,860.0,860.0,,,,,,,,2g7ove6t,,,,,0,0.0,trust,1.0,2,,100.0,0.0,,,,,2,50.0,50.0,1,2,,75.0,0.0,,,,,2,50.0,75.0,2,2,,100.0,0.0,,,,,2,50.0,50.0,3,2,,75.0,0.0,,,,,2,50.0,75.0,4,2,,75.0,0.0,,,,,2,50.0,75.0,5,2,,105.0,0.0,,,,,2,50.0,45.0,6,2,,105.0,0.0,,,,,2,50.0,45.0,7,2,,0.0,0.0,,,,,2,1.0,3.0,8,2,,150.0,0.0,,,,,2,50.0,0.0,9,2,,75.0,0.0,3,1,1,,2,25.0,0.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,fvc9jr1w,,0,80,80,trust,Thanks,2024-10-15 14:34:22.542578,1,,,1008.0,1008.0,,,,,,,,2g7ove6t,,,,,0,0.0,trust,1.0,1,,70.0,0.0,,,,,3,60.0,30.0,1,1,,100.0,0.0,,,,,3,50.0,50.0,2,1,,100.0,0.0,,,,,3,25.0,25.0,3,1,,100.0,0.0,,,,,3,25.0,25.0,4,1,,100.0,0.0,,,,,3,25.0,25.0,5,1,,100.0,0.0,,,,,3,25.0,25.0,6,1,,100.0,0.0,,,,,3,25.0,25.0,7,1,,105.0,0.0,,,,,3,20.0,25.0,8,1,,100.0,0.0,,,,,3,70.0,70.0,9,1,,133.0,0.0,3,1,1,,3,30.0,63.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ab42hklh,,0,80,80,trust,Thanks,2024-10-15 14:34:20.307365,1,,,702.0,702.0,,,,,,,,2g7ove6t,,,,,0,0.0,trust,1.0,2,,150.0,0.0,,,,,3,60.0,30.0,1,2,,100.0,0.0,,,,,3,50.0,50.0,2,2,,50.0,0.0,,,,,3,25.0,25.0,3,2,,50.0,0.0,,,,,3,25.0,25.0,4,2,,50.0,0.0,,,,,3,25.0,25.0,5,2,,50.0,0.0,,,,,3,25.0,25.0,6,2,,50.0,0.0,,,,,3,25.0,25.0,7,2,,35.0,0.0,,,,,3,20.0,25.0,8,2,,140.0,0.0,,,,,3,70.0,70.0,9,2,,27.0,0.0,3,1,1,,3,30.0,63.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0gw3riam,,0,80,80,trust,Thanks,2024-10-15 14:34:13.061438,1,,,940.0,940.0,,,,,,,,2g7ove6t,,,,,0,0.0,trust,1.0,1,,95.0,0.0,,,,,4,50.0,45.0,1,1,,105.0,0.0,,,,,4,25.0,30.0,2,1,,75.0,0.0,,,,,4,50.0,25.0,3,1,,85.0,0.0,,,,,4,50.0,35.0,4,1,,75.0,0.0,,,,,4,60.0,35.0,5,1,,70.0,0.0,,,,,4,65.0,35.0,6,1,,105.0,0.0,,,,,4,10.0,15.0,7,1,,80.0,0.0,,,,,4,80.0,60.0,8,1,,125.0,0.0,,,,,4,50.0,75.0,9,1,,125.0,0.0,3,1,1,,4,50.0,75.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,rf7rx7tp,,0,80,80,trust,Thanks,2024-10-15 14:34:06.119230,1,,,1040.0,1040.0,,,,,,,,2g7ove6t,,,,,0,0.0,trust,1.0,2,,105.0,0.0,,,,,4,50.0,45.0,1,2,,45.0,0.0,,,,,4,25.0,30.0,2,2,,125.0,0.0,,,,,4,50.0,25.0,3,2,,115.0,0.0,,,,,4,50.0,35.0,4,2,,145.0,0.0,,,,,4,60.0,35.0,5,2,,160.0,0.0,,,,,4,65.0,35.0,6,2,,15.0,0.0,,,,,4,10.0,15.0,7,2,,180.0,0.0,,,,,4,80.0,60.0,8,2,,75.0,0.0,,,,,4,50.0,75.0,9,2,,75.0,0.0,3,2,2,,4,50.0,75.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,qy2eyvlj,,0,80,80,trust,Thanks,2024-10-15 14:34:28.334905,1,,,1210.0,1210.0,,,,,,,,2g7ove6t,,,,,0,0.0,trust,1.0,1,,130.0,0.0,,,,,5,60.0,90.0,1,1,,100.0,0.0,,,,,5,60.0,60.0,2,1,,100.0,0.0,,,,,5,60.0,60.0,3,1,,120.0,0.0,,,,,5,40.0,60.0,4,1,,90.0,0.0,,,,,5,70.0,60.0,5,1,,200.0,0.0,,,,,5,50.0,150.0,6,1,,130.0,0.0,,,,,5,60.0,90.0,7,1,,95.0,0.0,,,,,5,50.0,45.0,8,1,,120.0,0.0,,,,,5,40.0,60.0,9,1,,125.0,0.0,3,1,1,,5,50.0,75.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,scyk6pe0,,0,80,80,trust,Thanks,2024-10-15 14:34:10.479596,1,,,870.0,870.0,,,,,,,,2g7ove6t,,,,,0,0.0,trust,1.0,2,,90.0,0.0,,,,,5,60.0,90.0,1,2,,120.0,0.0,,,,,5,60.0,60.0,2,2,,120.0,0.0,,,,,5,60.0,60.0,3,2,,60.0,0.0,,,,,5,40.0,60.0,4,2,,150.0,0.0,,,,,5,70.0,60.0,5,2,,0.0,0.0,,,,,5,50.0,150.0,6,2,,90.0,0.0,,,,,5,60.0,90.0,7,2,,105.0,0.0,,,,,5,50.0,45.0,8,2,,60.0,0.0,,,,,5,40.0,60.0,9,2,,75.0,0.0,3,2,1,Thank you for the opportunity to participate in this experiment and for the compensation received.,5,50.0,75.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
