n,teffect_sent,teffect_sent_grate,teffect_pct_returned,teffect_pct_returned_grate,sent_teffect_lb,sent_teffect_ub,sent_round_teffect_lb,sent_round_teffect_ub,pct_returned_teffect_lb,pct_returned_teffect_ub,pct_returned_round_teffect_lb,pct_returned_round_teffect_ub
1,1,0,0.005,0,-0.3347510306951589,3.0827510306951655,0.1992897537328121,0.9490738826308013,-0.004380751107375993,0.017430941524082248,-0.0019204908403332775,0.0030838836993673565
1,1,0,0.01,0,-0.2559929745053351,3.671992974505319,-0.6769049092917037,0.8829655153522689,-0.004079289767181714,0.013729024201953672,-0.0023150475103210907,0.0028348127836975894
1,1,0,0.015,0,-1.4677780820625448,4.203778082062552,-0.6145107177360741,0.812328899554215,0.009366006289771864,0.02878874428032118,-0.0035321669631691315,0.004882774794035805
1,1,0,0.02,0,-3.2597494217563954,3.127749421756395,-0.023101384862896035,0.8180104757719872,0.002825002347821723,0.025948749752785005,-0.006163399281033115,0.0020661179957128864
1,1,0,0.025,0,-3.20481353777052,5.068813537770518,-1.1784468788848894,-0.023492515054535756,0.00535707152002802,0.028765221631994832,-0.002032826170661215,0.004872072380746933
1,2,0,0.005,0,-1.747782437963603,4.423782437963595,-0.9311456429232026,0.4222971580746932,-0.006079483799457794,0.013598203208895265,-0.0042283091950256774,0.0019791100455766163
1,2,0,0.01,0,-2.7813041683425275,4.281304168342528,-0.3466290620844998,1.2355987590541782,0.0044092124790699174,0.017092796743939275,-0.0012959552288918231,0.00383019588015763
1,2,0,0.015,0,1.019160630154444,6.596839369845684,-0.5070301681952883,0.9991513803164732,0.0073471985581847685,0.028836235559827797,-0.003584689516403037,0.004031375639226313
1,2,0,0.02,0,-0.37379010184581407,5.217790101845844,-1.8234298892271026,0.06124807104524255,0.010741038865437175,0.026984672443284716,-0.00339916414981168,0.0015230801427281032
1,2,0,0.025,0,-1.2640851837922353,6.944085183792235,0.4056751017064558,1.2476582316268594,0.019597658349394302,0.03375328548779324,-0.0011120656934450377,0.002253137866715683
1,3,0,0.005,0,2.3813034888134723,7.194696511186491,-0.8236184951350923,-0.02001786850129017,-0.004273910810752329,0.007359574202869926,-0.002254959989827352,2.688106529095669e-4
1,3,0,0.01,0,0.18849747236355574,5.0435025276364325,-0.3320332127472192,0.5201544248684074,-0.010823370186558625,0.01665479392531647,-0.005015646779477181,0.005352033090229956
1,3,0,0.015,0,-0.2919785244703308,3.72397852447033,-0.6127793597648135,-0.3409176099321715,0.0025701363271818014,0.02661265475005048,-0.0043948367596330406,0.0026168394054649447
1,3,0,0.02,0,-2.1197541612247495,3.103754161224747,-0.41216233281657083,0.9920411206953321,0.01626548362441694,0.03973348718988704,-0.002804089721018753,0.0025808810598430703
1,3,0,0.025,0,0.8460501850435382,5.173949814956444,-1.3459151188019125,0.22421814910489946,0.01047452520918989,0.02814165296454049,-0.0043420124769329264,0.0017316947121924873
1,4,0,0.005,0,0.8537724727034979,7.670227527296514,-0.9179247620416688,1.0379247620416339,-0.009936340566496091,0.016647391560698523,-0.0011840942834832648,0.002712352276176531
1,4,0,0.01,0,-0.31721419421556374,4.149214194215559,-1.3192227649545627,0.9124348861666673,-0.003498552036054355,0.019035884635395007,-0.003474603236852904,0.001198398317165155
1,4,0,0.015,0,1.7143851628052635,6.1896148371946476,-1.1800803011763557,0.07704999814603009,0.011097034001078825,0.03211715234696613,-0.00510498261827485,0.002372651174167026
1,4,0,0.02,0,0.8572702935421468,6.366729706457855,-0.5499317708540171,1.1884772253994336,0.012659157829003816,0.027817566383868286,-0.0024855942639842275,0.003952788228955841
1,4,0,0.025,0,0.5381796354021495,4.649820364597856,-0.9873212900369392,0.691806138521774,0.014337239094818497,0.03837670136546444,-0.004823414356805886,0.0011675782265311962
1,5,0,0.005,0,0.407641124809468,5.104358875190574,-1.253926151826222,0.1300473639474211,-0.006602164406030622,0.015574884524016761,-0.0027983433923074764,0.006168092718972595
1,5,0,0.01,0,3.60601549188085,9.061984508119181,-1.1959702365490557,0.4165762971550941,0.007508057183311669,0.021298416167927086,-0.0036855002163682414,0.0024585379819389982
1,5,0,0.015,0,0.8529001191720584,4.403099880828,-0.141664261424744,0.5959672917277403,0.004437959101398398,0.02546087342862776,3.7014027271606255e-4,0.006705645464985661
1,5,0,0.02,0,1.3878183530059331,8.264181646994057,-1.726979493683047,0.8355855542890871,0.005379564006449544,0.028516793969090806,-0.0010351695946632844,0.00476833008705904
1,5,0,0.025,0,3.0298010920548504,7.174198907945138,-0.6607413918177796,0.03068078575714306,0.006749048830556293,0.023582972219220573,-4.0919504466185776e-4,0.004898962905469797
2,1,0,0.005,0,-1.8453879114618812,3.085387911461885,-0.29464820704150096,1.3293148737081428,4.414299349642615e-4,0.01597631180114249,-7.833369585645803e-4,0.0029207161816884276
2,1,0,0.01,0,-0.4482827542027359,4.428282754202706,-1.0562792335819025,0.23082468812733858,-0.0034880973477487715,0.024444274747700397,-6.512923620655966e-4,0.006283271668805115
2,1,0,0.015,0,-3.283988784307714,3.7959887843077134,-1.152083162835972,1.451234677987466,0.0028389021108564966,0.018989687762063508,5.014394342266228e-4,0.004577668034282741
2,1,0,0.02,0,-2.784974905934753,2.6729749059347565,-1.3070976192172803,0.018855194974821132,0.013036352350147086,0.030538227223601375,-0.001257044451302175,0.0028758678438077032
2,1,0,0.025,0,-2.315143106391186,6.487143106391212,-2.130185378948462,0.2501853789484416,0.02955641059492653,0.031012120504088102,-0.0023857733568799612,0.0010482435766876264
2,2,0,0.005,0,0.6582040111519332,6.2417959888481,-0.4060785942866011,1.139896776104786,-0.0050224903635713025,0.011759764079218821,-0.0045517868557293645,-2.738126532613166e-4
2,2,0,0.01,0,-3.0278422666875295,0.5838422666875318,0.0010137892909985458,0.6537740894968351,-0.006240635307773697,0.017303450877040303,-0.002617172706988531,0.005238659436934299
